source_analysis_id	source_seqid	matched_seqid	source_target_symbol	source_label	trait_ontology_name	trait_ontology_id	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	target_resolution_method	target_resolution_notes	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
GCST90242095	7857-22	7857-22	NTS	Neurotensin/neuromedin N levels (NTS.7857.22.3)	neurotensin/neuromedin N measurement	http://www.ebi.ac.uk/efo/EFO_0802809	Neurotensin/neuromedin N	4922	ENSG00000133636	NTS	12	85874162	85882992	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242096	4145-58	4145-58	NTF3	Neurotrophin-3 levels (NTF3.4145.58.2)	neurotrophin-3 measurement	http://www.ebi.ac.uk/efo/EFO_0010791	Neurotrophin-3	4908	ENSG00000185652	NTF3	12	5432088	5521536	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242097	4146-58	4146-58	NTF4	Neurotrophin-4 levels (NTF4.4146.58.2)	neurotrophin-4 measurement	http://www.ebi.ac.uk/efo/EFO_0020604	Neurotrophin-4	4909	ENSG00000225950	NTF4	19	49061066	49065076	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242098	3212-30	3212-30	ASAH2	Neutral ceramidase levels (ASAH2.3212.30.3)	neutral ceramidase measurement	http://www.ebi.ac.uk/efo/EFO_0008247	Neutral ceramidase	56624	ENSG00000188611	ASAH2	10	50182778	50279720	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242099	2954-56	2954-56	MMP8	Neutrophil collagenase levels (MMP8.2954.56.2)	neutrophil collagenase level	http://purl.obolibrary.org/obo/OBA_2045339	Neutrophil collagenase	4317	ENSG00000118113	MMP8	11	102711796	102727050	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242100	10047-12	10047-12	NCF2	Neutrophil cytosol factor 2 levels (NCF2.10047.12.3)	neutrophil cytosol factor 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801837	Neutrophil cytosol factor 2	4688	ENSG00000116701	NCF2	1	183554461	183593499	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242101	2836-68	2836-68	LCN2	Neutrophil gelatinase-associated lipocalin levels (LCN2.2836.68.2)	neutrophil gelatinase-associated lipocalin measurement	http://www.ebi.ac.uk/efo/EFO_0021964	Neutrophil gelatinase-associated lipocalin	3934	ENSG00000148346	LCN2	9	128149071	128153454	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242102	2790-54	2790-54	PPBP	Neutrophil-activating peptide 2 levels (PPBP.2790.54.2)	neutrophil-activating peptide 2 measurement	http://www.ebi.ac.uk/efo/EFO_0020606	Neutrophil-activating peptide 2	5473	ENSG00000163736	PPBP	4	73985966	73988276	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242103	7696-104	7696-3	NBR1	Next to BRCA1 gene 1 protein levels (NBR1.7696.104.3)	next to BRCA1 gene 1 protein measurement	http://www.ebi.ac.uk/efo/EFO_0801838	Next to BRCA1 gene 1 protein	4077	ENSG00000188554	NBR1	17	43170317	43211690	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242104	7696-3	7696-3	NBR1	Next to BRCA1 gene 1 protein levels (NBR1.7696.3.3)	next to BRCA1 gene 1 protein measurement	http://www.ebi.ac.uk/efo/EFO_0801838	Next to BRCA1 gene 1 protein	4077	ENSG00000188554	NBR1	17	43170317	43211690	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242105	7770-25	7770-25	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial levels (NFU1.7770.25.3)	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0802810	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	27247	ENSG00000169599	NFU1	2	69396072	69437665	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242106	13933-276	13933-276	NAB1	NGFI-A-binding protein 1 levels (NAB1.13933.276.3)	NGFI-A-binding protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802811	NGFI-A-binding protein 1	4664	ENSG00000138386	NAB1	2	190646746	190695528	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242107	13680-3	13680-3	NAB2	NGFI-A-binding protein 2 levels (NAB2.13680.3.3)	NGFI-A-binding protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802812	NGFI-A-binding protein 2	4665	ENSG00000166886	NAB2	12	57088883	57095476	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242108	9087-8	9087-8	NHLRC3	NHL repeat-containing protein 3 levels (NHLRC3.9087.8.3)	NHL repeat-containing protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0801839	NHL repeat-containing protein 3	387921	ENSG00000188811	NHLRC3	13	39038301	39050109	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242109	13602-6	13602-6	NHP2L1	NHP2-like protein 1 levels (NHP2L1.13602.6.3)	NHP2-like protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801840	NHP2-like protein 1	4809	ENSG00000100138	SNU13	22	41666627	41690504	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242110	5011-11	5011-11	NAMPT	Nicotinamide phosphoribosyltransferase levels (NAMPT.5011.11.1)	nicotinamide phosphoribosyltransferase measurement	http://www.ebi.ac.uk/efo/EFO_0020607	Nicotinamide phosphoribosyltransferase	10135	ENSG00000105835	NAMPT	7	106248298	106291225	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242111	3213-65	3213-65	NID1	Nidogen-1 levels (NID1.3213.65.2)	nidogen-1 measurement	http://www.ebi.ac.uk/efo/EFO_0008249	Nidogen-1	4811	ENSG00000116962	NID1	1	235975830	236083915	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242112	3633-70	3633-70	NID2	Nidogen-2 levels (NID2.3633.70.5)	nidogen-2 measurement	http://www.ebi.ac.uk/efo/EFO_0020608	Nidogen-2	22795	ENSG00000087303	NID2	14	52001787	52069274	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242113	12738-43	12738-43	NISCH	Nischarin levels (NISCH.12738.43.3)	nischarin measurement	http://www.ebi.ac.uk/efo/EFO_0801841	Nischarin	11188	ENSG00000010322	NISCH	3	52455118	52493081	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242114	5629-58	5629-58	KLRC1	NKG2-A/NKG2-B type II integral membrane protein levels (KLRC1.5629.58.3)	NKG2-A/NKG2-B type II integral membrane protein measurement	http://www.ebi.ac.uk/efo/EFO_0802813	NKG2-A/NKG2-B type II integral membrane protein	3821	ENSG00000134545	KLRC1	12	10440411	10454685	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242115	14095-1	14095-1	KLRK1	NKG2-D type II integral membrane protein levels (KLRK1.14095.1.3)	NKG2-D type II integral membrane protein amount	http://purl.obolibrary.org/obo/OBA_2050315	NKG2-D type II integral membrane protein	22914	ENSG00000213809	KLRK1	12	10371338	10391874	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242116	3056-11	3056-11	KLRK1	NKG2-D type II integral membrane protein levels (KLRK1.3056.11.1)	NKG2-D type II integral membrane protein amount	http://purl.obolibrary.org/obo/OBA_2050315	NKG2-D type II integral membrane protein	22914	ENSG00000213809	KLRK1	12	10371338	10391874	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242117	7795-14	7795-14	KLRC3	NKG2-E type II integral membrane protein levels (KLRC3.7795.14.3)	NKG2-E type II integral membrane protein measurement	http://www.ebi.ac.uk/efo/EFO_0801842	NKG2-E type II integral membrane protein:Isoform H, Cytoplasmic domain	3823	ENSG00000205810	KLRC3	12	10412309	10420595	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242118	11571-75	11571-75	KLRC3	NKG2-E type II integral membrane protein levels (KLRC3.11571.75.3)	NKG2-E type II integral membrane protein measurement	http://www.ebi.ac.uk/efo/EFO_0801842	NKG2-E type II integral membrane protein:Isoform E, Extracellular domain	3823	ENSG00000205810	KLRC3	12	10412309	10420595	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242119	14081-5	14081-5	ULBP1	NKG2D ligand 1 levels (ULBP1.14081.5.3)	NKG2D ligand 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802814	NKG2D ligand 1	80329	ENSG00000111981	ULBP1	6	149963935	149973715	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242120	3081-70	3081-70	ULBP1	NKG2D ligand 1 levels (ULBP1.3081.70.2)	NKG2D ligand 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802814	NKG2D ligand 1	80329	ENSG00000111981	ULBP1	6	149963935	149973715	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242121	3082-9	3082-9	ULBP2	NKG2D ligand 2 levels (ULBP2.3082.9.2)	NKG2D ligand 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802815	NKG2D ligand 2	80328	ENSG00000131015	ULBP2	6	149941938	149949235	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242122	2747-3	2747-3	ULBP3	NKG2D ligand 3 levels (ULBP3.2747.3.2)	NKG2D ligand 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802816	NKG2D ligand 3	79465	ENSG00000131019	ULBP3	6	150057438	150069191	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242123	7800-85	34121-125	RAET1E	NKG2D ligand 4 levels (RAET1E.7800.85.3)	NKG2D ligand 4 measurement	http://www.ebi.ac.uk/efo/EFO_0801843	NKG2D ligand 4	135250	ENSG00000164520	RAET1E	6	149882982	149898118	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242124	13988-67	13988-67	NMRAL1	NmrA-like family domain-containing protein 1 levels (NMRAL1.13988.67.3)	nmrA-like family domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801844	NmrA-like family domain-containing protein 1	57407	ENSG00000153406	NMRAL1	16	4461673	4495763	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242125	5846-24	5846-24	NOG	Noggin levels (NOG.5846.24.3)	noggin measurement	http://www.ebi.ac.uk/efo/EFO_0021995	Noggin	9241	ENSG00000183691	NOG	17	56593699	56595611	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242126	9187-2	9187-2	HMGN1	Non-histone chromosomal protein HMG-14 levels (HMGN1.9187.2.3)	non-histone chromosomal protein HMG-14 measurement	http://www.ebi.ac.uk/efo/EFO_0021872	Non-histone chromosomal protein HMG-14	3150	ENSG00000205581	HMGN1	21	39342279	39349653	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242127	11351-233	11351-233	NHEJ1	Non-homologous end-joining factor 1 levels (NHEJ1.11351.233.3)	non-homologous end-joining factor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802817	Non-homologous end-joining factor 1	79840	ENSG00000187736	NHEJ1	2	219069355	219160869	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242128	5260-80	5260-80	TYK2	Non-receptor tyrosine-protein kinase TYK2 levels (TYK2.5260.80.3)	non-receptor tyrosine-protein kinase TYK2 measurement	http://www.ebi.ac.uk/efo/EFO_0008251	Non-receptor tyrosine-protein kinase TYK2	7297	ENSG00000105397	TYK2	19	10350528	10380608	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242129	8394-56	8394-56	RNASE2	Non-secretory ribonuclease levels (RNASE2.8394.56.3)	non-secretory ribonuclease measurement	http://www.ebi.ac.uk/efo/EFO_0801845	Non-secretory ribonuclease	6036	ENSG00000169385	RNASE2	14	20955345	20956436	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242130	14614-41	14614-41	NCMAP	Noncompact myelin-associated protein levels (NCMAP.14614.41.3)	noncompact myelin-associated protein measurement	http://www.ebi.ac.uk/efo/EFO_0802818	Noncompact myelin-associated protein	400746	ENSG00000184454	NCMAP	1	24556061	24609328	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242131	6406-3	6406-3	NMES1	Normal mucosa of esophagus-specific gene 1 protein levels (NMES1.6406.3.3)	normal mucosa of esophagus-specific gene 1 protein measurement	http://www.ebi.ac.uk/efo/EFO_0801846	Normal mucosa of esophagus-specific gene 1 protein	84419	ENSG00000166920	COXFA4L3	15	45430579	45448761	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242132	2658-27	2658-27	NTRK3	NT-3 growth factor receptor levels (NTRK3.2658.27.1)	NT-3 growth factor receptor level	http://purl.obolibrary.org/obo/OBA_2050176	NT-3 growth factor receptor	4916	ENSG00000140538	NTRK3	15	87859751	88256993	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242133	9942-2	9942-2	NXT1	NTF2-related export protein 1 levels (NXT1.9942.2.3)	NTF2-related export protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801847	NTF2-related export protein 1	29107	ENSG00000132661	NXT1	20	23350148	23354771	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242134	13532-25	13532-25	CNEP1R1	Nuclear envelope phosphatase-regulatory subunit 1 levels (CNEP1R1.13532.25.3)	nuclear envelope phosphatase-regulatory subunit 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802819	Nuclear envelope phosphatase-regulatory subunit 1	255919	ENSG00000205423	CNEP1R1	16	50024410	50042799	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242135	11154-3	11154-3	NFE2L1	Nuclear factor erythroid 2-related factor 1 levels (NFE2L1.11154.3.3)	nuclear factor erythroid 2-related factor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801848	Nuclear factor erythroid 2-related factor 1	4779	ENSG00000082641	NFE2L1	17	48047889	48088647	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242136	8887-21	8887-21	NUDC	Nuclear migration protein nudC levels (NUDC.8887.21.3)	nuclear migration protein nudC measurement	http://www.ebi.ac.uk/efo/EFO_0801849	Nuclear migration protein nudC:CS domain	10726	ENSG00000090273	NUDC	1	26900238	26946886	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242137	7821-6	7821-6	C1D	Nuclear nucleic acid-binding protein C1D levels (C1D.7821.6.3)	nuclear nucleic acid-binding protein C1D measurement	http://www.ebi.ac.uk/efo/EFO_0802820	Nuclear nucleic acid-binding protein C1D	10438	ENSG00000197223	C1D	2	68041130	68110948	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242138	9954-2	9954-2	NPIPB3	Nuclear pore complex-interacting protein family member B3 levels (NPIPB3.9954.2.3)	nuclear pore complex-interacting protein family member B3 measurement	http://www.ebi.ac.uk/efo/EFO_0801850	Nuclear pore complex-interacting protein family member B3	23117	ENSG00000169246	NPIPB3	16	21402237	21448567	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242139	9606-4	9606-4	NUP210L	Nuclear pore membrane glycoprotein 210-like levels (NUP210L.9606.4.3)	nuclear pore membrane glycoprotein 210-like measurement	http://www.ebi.ac.uk/efo/EFO_0802821	Nuclear pore membrane glycoprotein 210-like	91181	ENSG00000143552	NUP210L	1	153992690	154155116	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242140	12993-21	12993-21	NPLOC4	Nuclear protein localization protein 4 homolog levels (NPLOC4.12993.21.3)	nuclear protein localization protein 4 homolog measurement	http://www.ebi.ac.uk/efo/EFO_0801851	Nuclear protein localization protein 4 homolog	55666	ENSG00000182446	NPLOC4	17	81556887	81648465	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242141	7898-29	7898-29	MDM1	Nuclear protein MDM1 levels (MDM1.7898.29.3)	nuclear protein MDM1 measurement	http://www.ebi.ac.uk/efo/EFO_0802822	Nuclear protein MDM1	56890	ENSG00000111554	MDM1	12	68272443	68332396	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242142	14045-12	14045-12	NCOA2	Nuclear receptor coactivator 2 levels (NCOA2.14045.12.3)	nuclear receptor coactivator 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801852	Nuclear receptor coactivator 2	10499	ENSG00000140396	NCOA2	8	70109772	70456452	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242143	12483-62	12483-62	RORB	Nuclear receptor ROR-beta levels (RORB.12483.62.3)	nuclear receptor ROR-beta measurement	http://www.ebi.ac.uk/efo/EFO_0802823	Nuclear receptor ROR-beta	6096	ENSG00000198963	RORB	9	74497329	74693177	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242144	5236-2	5236-2	NR1D1	Nuclear receptor subfamily 1 group D member 1 levels (NR1D1.5236.2.3)	nuclear receptor subfamily 1 group d member 1 measurement	http://www.ebi.ac.uk/efo/EFO_0020614	Nuclear receptor subfamily 1 group D member 1	9572	ENSG00000126368	NR1D1	17	40092793	40100630	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242145	12885-42	12885-42	NR1D2	Nuclear receptor subfamily 1 group D member 2 levels (NR1D2.12885.42.3)	nuclear receptor subfamily 1 group D member 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801853	Nuclear receptor subfamily 1 group D member 2	9975	ENSG00000174738	NR1D2	3	23945258	23996741	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242146	8089-173	8089-173	NR4A1	Nuclear receptor subfamily 4 group A member 1 levels (NR4A1.8089.173.3)	nuclear receptor subfamily 4 group A member 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802824	Nuclear receptor subfamily 4 group A member 1	3164	ENSG00000123358	NR4A1	12	52022832	52059509	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242147	12444-39	12444-39	NR5A2	Nuclear receptor subfamily 5 group A member 2 levels (NR5A2.12444.39.3)	nuclear receptor subfamily 5 group A member 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802825	Nuclear receptor subfamily 5 group A member 2	2494	ENSG00000116833	NR5A2	1	200027575	200177420	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242148	12616-45	12616-45	NRBP1	Nuclear receptor-binding protein levels (NRBP1.12616.45.3)	nuclear receptor-binding protein measurement	http://www.ebi.ac.uk/efo/EFO_0801854	Nuclear receptor-binding protein	29959	ENSG00000115216	NRBP1	2	27427790	27442260	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242149	12453-161	12453-161	NXF1	Nuclear RNA export factor 1 levels (NXF1.12453.161.3)	nuclear RNA export factor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801855	Nuclear RNA export factor 1	10482	ENSG00000162231	NXF1	11	62792123	62806302	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242150	13655-34	13655-34	NCL	Nucleolin levels (NCL.13655.34.3)	nucleolin measurement	http://www.ebi.ac.uk/efo/EFO_0801856	Nucleolin	4691	ENSG00000115053	NCL	2	231453531	231483641	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
