seqid	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	somascan_is_multiple	menu_v4_0	menu_v4_1	menu_v5_0	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
2858-29	Histone acetyltransferase type B catalytic subunit	8520	ENSG00000128708	HAT1	2	171922404	171986773	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28583-13	Actin-binding LIM protein 2	84448	ENSG00000163995	ABLIM2	4	7965310	8158832	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28585-112	Origin recognition complex subunit 4	5000	ENSG00000115947	ORC4	2	147930396	148021784	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28586-100	Signal recognition particle receptor subunit alpha	6734	ENSG00000182934	SRPRA	11	126255132	126269144	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28588-47	Smu-1 suppressor of mec-8 and unc-52 protein homolog	55234	ENSG00000122692	SMU1	9	33041765	33081411	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28589-4	Perilipin	5346	ENSG00000166819	PLIN1	15	89664365	89679466	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2859-69	Histone deacetylase 8	55869	ENSG00000147099	HDAC8	X	72329516	72573101	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28591-156	Forkhead box protein Q1	94234	ENSG00000164379	FOXQ1	6	1312098	1314758	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28592-12	CXXC motif containing zinc binding protein	54987	ENSG00000162384	CZIB	1	53214099	53220657	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28593-17	WASH complex subunit 3	51019	ENSG00000120860	WASHC3	12	102011737	102062149	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28594-228	Transcription factor SOX-4	6659	ENSG00000124766	SOX4	6	21593751	21598619	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28597-101	Interferon-related developmental regulator 2	7866	ENSG00000214706	IFRD2	3	50286003	50292918	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28598-2	Synaptogyrin-2	9144	ENSG00000108639	SYNGR2	17	78168545	78176005	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28599-10	AT-rich interactive domain-containing protein 3B	10620	ENSG00000179361	ARID3B	15	74541188	74598131	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2860-19	Importin subunit alpha-1	3838	ENSG00000182481	KPNA2	17	68035517	68047364	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28601-107	UBX domain-containing protein 2A	165324	ENSG00000173960	UBXN2A	2	23926788	24004909	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28602-21	High-affinity cationic amino acid transporter 1	6541	ENSG00000139514	SLC7A1	13	29509410	29595792	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28603-4	Platelet-activating factor acetylhydrolase IB subunit alpha	5048	ENSG00000007168	PAFAH1B1	17	2593183	2685627	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28606-1	p53 apoptosis effector related to PMP-22	64065	ENSG00000112378	PERP	6	138015003	138107848	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28609-12	Rab11 family-interacting protein 4	84440	ENSG00000131242	RAB11FIP4	17	31391605	31538211	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28611-3	MRN complex-interacting protein	51149	ENSG00000283918	MRNIP	HG30_PATCH	600693	627733	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28611-3	MRN complex-interacting protein	51149	ENSG00000161010	MRNIP	5	179834406	179862173	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28612-28	Vacuolar ATP synthase 16 kDa proteolipid subunit	527	ENSG00000185883	ATP6V0C	16	2513713	2520218	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28615-185	Phosphatidylinositol 4-kinase type 2-alpha	55361	ENSG00000155252	PI4K2A	10	97640669	97676814	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28616-50	Homeobox protein MSX-1	4487	ENSG00000163132	MSX1	4	4859665	4863936	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28617-326	NUT family member 2G	441457	ENSG00000188152	NUTM2G	9	96928310	96940253	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28619-32	Ubiquitin-conjugating enzyme E2 E2	7325	ENSG00000182247	UBE2E2	3	23203015	23592847	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28620-2	G protein-activated inward rectifier potassium channel 2	3763	ENSG00000157542	KCNJ6	21	37607373	38121345	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28624-304	Melanoma-associated antigen B4	4115	ENSG00000120289	MAGEB4	X	30242000	30244187	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28625-3	Mediator of RNA polymerase II transcription subunit 31	51003	ENSG00000108590	MED31	17	6643311	6652290	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28626-36	Translin-associated protein X	7257	ENSG00000116918	TSNAX	1	231528541	231566524	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28628-142	Synovial sarcoma, X breakpoint 2	6757	ENSG00000241476	SSX2	X	52696896	52707178	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28629-192	Telomeric repeat-binding factor 2	7014	ENSG00000132604	TERF2	16	69355464	69408571	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28633-4	1-acylglycerophosphocholine O-acyltransferase 1	79888	ENSG00000275079	LPCAT1	HSCHR5_3_CTG1	8170	53293	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28633-4	1-acylglycerophosphocholine O-acyltransferase 1	79888	ENSG00000153395	LPCAT1	5	1456480	1524282	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28636-70	Homeobox protein VENTX	27287	ENSG00000151650	VENTX	10	133235769	133241929	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28637-21	Uncharacterized protein C20orf4	25980	ENSG00000131043	AAR2	20	36236131	36270918	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2864-2	Dual specificity mitogen-activated protein kinase kinase 1	5604	ENSG00000169032	MAP2K1	15	66386816	66491656	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28642-4	Uncharacterized protein C1orf106	55765	ENSG00000163362	INAVA	1	200890995	200915742	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28643-38	Transcription factor BTF3 homolog 4	91408	ENSG00000134717	BTF3L4	1	52056199	52101453	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28644-146	Arginyl aminopeptidase-like 1	57140	ENSG00000142327	RNPEPL1	2	240565804	240581372	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28645-50	Replication protein A 30 kDa subunit	29935	ENSG00000204086	RPA4	X	96883908	96885467	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28651-10	Carboxylesterase 5A	221223	ENSG00000261972	CES5A	HSCHR16_1_CTG3_1	70051	179945	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28651-10	Carboxylesterase 5A	221223	ENSG00000159398	CES5A	16	55846154	55956031	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28653-32	Cilia- and flagella-associated protein 20	29105	ENSG00000070761	CFAP20	16	58113167	58129429	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28655-3	RBPJ-interacting and tubulin-associated protein 1	84934	ENSG00000139405	RITA1	12	113185045	113193653	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28659-22	Zinc finger protein ZIC 2	7546	ENSG00000043355	ZIC2	13	99981266	99986765	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28661-10	Interferon-induced 35 kDa protein	3430	ENSG00000068079	IFI35	17	43006740	43014638	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28663-21	Choline kinase alpha	1119	ENSG00000110721	CHKA	11	68052848	68121449	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28665-28	Coagulation factor VIII-associated protein	8263	ENSG00000288722	F8A1	X	154886355	154888061	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28668-8	Arrestin domain-containing protein 1	92714	ENSG00000197070	ARRDC1	9	137605619	137617859	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2867-52	RAC-alpha serine/threonine-protein kinase	207	ENSG00000142208	AKT1	14	104769348	104799934	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28677-11	LAG1 longevity assurance homolog 2	29956	ENSG00000143418	CERS2	1	150959099	150977396	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28678-6	MORN repeat-containing protein 4	118812	ENSG00000171160	MORN4	10	97614551	97634137	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28679-10	Rhophilin-1	114822	ENSG00000158106	RHPN1	8	143368810	143384221	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28683-18	ETS translocation variant 1	2115	ENSG00000006468	ETV1	7	13891229	13991425	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28685-86	ATP-dependent RNA helicase DDX39	10212	ENSG00000123136	DDX39A	19	14408798	14419385	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28686-92	Coiled-coil domain-containing protein 12	151903	ENSG00000160799	CCDC12	3	46916634	46982010	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2869-68	Protein kinase C delta type	5580	ENSG00000163932	PRKCD	3	53156009	53192717	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28691-36	Dynactin subunit 3	11258	ENSG00000137100	DCTN3	9	34613545	34620529	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28692-9	KH homology domain-containing protein 4	22889	ENSG00000132680	KHDC4	1	155913043	155934416	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28693-38	DNA dC->dU-editing enzyme APOBEC-3C	27350	ENSG00000244509	APOBEC3C	22	39014163	39020352	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28697-58	Protein FAM102A	399665	ENSG00000167106	EEIG1	9	127939491	127981075	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000225987	PBX2	HSCHR6_MHC_APD_CTG1	3517335	3522785	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000237344	PBX2	HSCHR6_MHC_COX_CTG1	3623085	3628535	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000232005	PBX2	HSCHR6_MHC_MANN_CTG1	3489722	3495164	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000224952	PBX2	HSCHR6_MHC_SSTO_CTG1	3500940	3506391	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000236353	PBX2	HSCHR6_MHC_MCF_CTG1	3526760	3532202	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000206315	PBX2	HSCHR6_MHC_QBL_CTG1	3407934	3413385	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28699-86	Pre-B-cell leukemia transcription factor 2	5089	ENSG00000204304	PBX2	6	32184733	32190278	-1	protein_coding	GRCh38	TRUE	TRUE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2870-29	Ras-related C3 botulinum toxin substrate 1	5879	ENSG00000136238	RAC1	7	6374098	6404016	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28701-2	Reticulon-4 receptor-like 2	349667	ENSG00000186907	RTN4RL2	11	57460484	57477534	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28703-1	Wiskott-Aldrich syndrome protein family member 2	10163	ENSG00000158195	WASF2	1	27404226	27490308	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2871-73	DNA repair protein RAD51 homolog 1	5888	ENSG00000051180	RAD51	15	40694774	40732344	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28711-2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 6	84303	ENSG00000159685	CHCHD6	3	126704203	126960420	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28712-10	Putative aspartate aminotransferase, cytoplasmic 2	137362	ENSG00000169154	GOT1L1	8	37934281	37940162	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28715-218	Acyloxyacyl hydrolase	313	ENSG00000136250	AOAH	7	36509308	36724549	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28720-10	Heat shock factor protein 2	3298	ENSG00000025156	HSF2	6	122399533	122433219	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28721-116	Nuclear pore complex protein Nup50	10762	ENSG00000093000	NUP50	22	45163917	45188017	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28722-39	RUN and FYVE domain-containing protein 4	285180	ENSG00000188282	RUFY4	2	218034960	218090649	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28724-5	DEK	7913	ENSG00000124795	DEK	6	18223860	18265997	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28726-11	Cleavage stimulation factor subunit 2 tau variant	23283	ENSG00000177613	CSTF2T	10	51695486	51699595	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28728-13	Paired box protein Pax-2	5076	ENSG00000075891	PAX2	10	100735380	100829944	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28731-1	RNA-binding protein Nova-2	4858	ENSG00000104967	NOVA2	19	45933734	45974044	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28733-13	Achaete-scute homolog 2	430	ENSG00000183734	ASCL2	11	2268498	2271040	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28741-1	Protein angel homolog 2	90806	ENSG00000174606	ANGEL2	1	212991132	213015877	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2875-15	TATA-box-binding protein	6908	ENSG00000112592	TBP	6	170554266	170577194	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28751-136	DnaJ homolog subfamily C member 8	22826	ENSG00000126698	DNAJC8	1	28198626	28233087	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28752-17	Nanos homolog 2	339345	ENSG00000188425	NANOS2	19	45913214	45914778	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28759-33	Twist related protein 1	7291	ENSG00000122691	TWIST1	7	19020991	19117645	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
2876-74	DNA topoisomerase 1	7150	ENSG00000198900	TOP1	20	41028815	41124487	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
28762-3	Metalloreductase STEAP4	79689	ENSG00000127954	STEAP4	7	88270892	88307061	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
